model,dataset,source,frame,status,gt_cx,gt_cy,gt_w_px,gt_h_px,sqrt_area_px,clutter,conf,iop
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00398_jpg.rf.c887dfd638825862f60aa6d8accd7940.jpg,TP,0.6543,0.4854,16.5,13.0,14.65,1759.3,0.4278,0.58
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00402_jpg.rf.1b6b45726047f81b6b64ecfd0263e999.jpg,TP,0.3037,0.79,21.5,18.0,19.67,1757.2,0.7639,0.941
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00402_jpg.rf.1b6b45726047f81b6b64ecfd0263e999.jpg,FP,0.3044,0.7887,20.9,18.6,19.71,1731.7,0.547,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00407_jpg.rf.ba45e1c29d0f34a99083d13c7475f275.jpg,TP,0.6123,0.5625,65.0,47.0,55.27,582.4,0.6467,0.956
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00412_jpg.rf.6872130798c1f90a4e8a66c6702d8240.jpg,TP,0.8623,0.5664,18.0,13.5,15.59,2654.6,0.8613,0.941
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00416_jpg.rf.80ac1050b1690f056d4e8fd769c6b362.jpg,TP,0.1924,0.2559,30.5,23.0,26.49,1911.2,0.8889,0.987
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00423_jpg.rf.3cf6ead318b69e98334b13ad1047fa66.jpg,TP,0.5381,0.6777,15.0,11.0,12.85,2015.9,0.7879,0.904
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00428_jpg.rf.372b3eec883dc1e5c864ff314df67a6c.jpg,TP,0.6865,0.3916,15.0,14.0,14.49,2368.9,0.8041,0.93
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00428_jpg.rf.372b3eec883dc1e5c864ff314df67a6c.jpg,FP,0.5867,0.524,15.8,12.9,14.24,2143.9,0.484,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00435_jpg.rf.8e2343d1142a69823be445982d05801a.jpg,TP,0.6611,0.7207,27.5,21.0,24.03,337.4,0.8963,0.892
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00441_jpg.rf.27813aacdeb9b17ec0cca4d7e17d91bf.jpg,TP,0.5371,0.6299,10.0,7.5,8.66,2798.1,0.8338,0.902
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00445_jpg.rf.8f8c8f1e5d22d142373c1685c20a400d.jpg,TP,0.6729,0.6289,19.5,13.5,16.22,3353.9,0.8802,1.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00451_jpg.rf.eaa810ebe58cd0843caa3bd3b153a570.jpg,TP,0.2861,0.5527,17.5,18.5,17.99,1522.6,0.8483,1.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00456_jpg.rf.0a14bcea5d804a282928032c23f97819.jpg,TP,0.9824,0.4287,18.0,16.5,17.23,579.1,0.8767,0.999
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00463_jpg.rf.1f73a99835598ef36f796f399aae883c.jpg,TP,0.4736,0.625,7.5,7.0,7.25,1734.3,0.797,1.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00467_jpg.rf.e05c66c1308274e1e81955be22df9c6d.jpg,TP,0.3496,0.5664,8.5,8.5,8.5,244.8,0.8135,0.89
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00476_jpg.rf.c4605b044f771ecdcf1056beb8189408.jpg,TP,0.6113,0.6289,9.5,7.5,8.44,1453.1,0.764,0.679
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00486_jpg.rf.0faa96e4eb6332066644e21016e6f007.jpg,TP,0.5049,0.4111,10.0,8.0,8.94,1572.3,0.7852,0.915
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00492_jpg.rf.1fa7660f955270d5f2e446bdaa7e76c6.jpg,FN,0.4355,0.4971,7.0,7.5,7.25,1289.1,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00499_jpg.rf.f6c758e4244ca4ea51b2c1da09f0b7f9.jpg,TP,0.4541,0.5508,17.0,13.0,14.87,989.9,0.8821,0.965
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00504_jpg.rf.950a1621b2ac7a4339ca66fc8a48ad05.jpg,TP,0.2988,0.2842,8.0,7.0,7.48,653.1,0.8152,0.914
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00509_jpg.rf.177a7ca2b8aa1fd8b38a64c305f6c016.jpg,FN,0.3584,0.7939,16.0,14.5,15.23,106.0,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00509_jpg.rf.177a7ca2b8aa1fd8b38a64c305f6c016.jpg,FP,0.3962,0.71,10.2,7.9,8.94,305.5,0.2769,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00516_jpg.rf.f1e45942b10c8ef07e111ed2963de726.jpg,TP,0.46,0.46,11.5,8.5,9.89,681.1,0.8094,0.822
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00520_jpg.rf.a5105edc7e32d385c7efb339314b902f.jpg,TP,0.3584,0.2529,8.5,11.5,9.89,1399.8,0.8109,0.652
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00527_jpg.rf.614db6ba36cce462cef732e72453c61e.jpg,TP,0.2988,0.6299,7.5,7.0,7.25,692.0,0.8187,0.883
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00531_jpg.rf.6cf5a6afa16f66d6aaf9b30576e16c35.jpg,TP,0.5801,0.6016,13.5,9.5,11.32,776.9,0.8043,0.952
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00537_jpg.rf.324f0818940e5c4a51e381be2d64a435.jpg,TP,0.7715,0.5879,37.5,23.0,29.37,855.2,0.915,0.928
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00541_jpg.rf.d8f007e3d3b1dc097fe295d94ed75a9f.jpg,TP,0.668,0.543,15.5,9.5,12.13,3001.5,0.6455,0.863
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00547_jpg.rf.62a4624ea47f978b68ecdadfaa722243.jpg,FN,0.1348,0.417,32.5,26.0,29.07,934.3,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00547_jpg.rf.62a4624ea47f978b68ecdadfaa722243.jpg,FP,0.4485,0.4551,9.8,8.1,8.92,1849.7,0.5676,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00556_jpg.rf.54092aa95294f03adb19a80227da3298.jpg,TP,0.5146,0.6016,9.5,8.5,8.99,574.5,0.7974,0.752
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00562_jpg.rf.4755094fc0e923f586879619cb36c119.jpg,TP,0.3711,0.2637,11.5,20.0,15.17,389.2,0.486,0.711
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00567_jpg.rf.62b36ef06df30846cb0cad8a6a83c792.jpg,TP,0.3154,0.2217,15.5,15.5,15.5,1930.6,0.7978,0.749
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00567_jpg.rf.62b36ef06df30846cb0cad8a6a83c792.jpg,FP,0.7233,0.0153,67.9,15.7,32.62,282.3,0.3876,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00571_jpg.rf.54e483d283560c2b26dff98ce3060de6.jpg,TP,0.7217,0.2773,27.0,22.5,24.65,1554.9,0.7917,0.897
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00571_jpg.rf.54e483d283560c2b26dff98ce3060de6.jpg,FP,0.7281,0.2746,25.3,18.8,21.82,1708.5,0.2681,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00577_jpg.rf.3d8521b649cae173f39b58dda41635af.jpg,TP,0.4844,0.2314,27.5,28.0,27.75,513.4,0.881,0.89
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00583_jpg.rf.754454cc9c1d89773b93d35bd4cbafc0.jpg,TP,0.332,0.6299,10.0,10.0,10.0,2345.3,0.8607,0.906
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00592_jpg.rf.be4b4023262a572f1005dea3c9e97b3b.jpg,TP,0.0459,0.3271,11.5,10.0,10.72,407.9,0.7742,0.882
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00598_jpg.rf.46f1a84a4a75d82b1363b24d5daae80d.jpg,FN,0.4824,0.4893,13.5,11.5,12.46,5829.4,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00598_jpg.rf.46f1a84a4a75d82b1363b24d5daae80d.jpg,FP,0.6102,0.0961,7.2,7.6,7.38,5916.1,0.2881,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00602_jpg.rf.93b22255b6b25ea14a944b88fcce29e8.jpg,TP,0.5732,0.2354,13.0,20.5,16.32,720.4,0.8578,0.935
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00602_jpg.rf.93b22255b6b25ea14a944b88fcce29e8.jpg,FP,0.7626,0.2825,13.9,13.2,13.55,1314.0,0.3372,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00608_jpg.rf.58c4430d4911d36d54630f9ae173eb31.jpg,TP,0.6025,0.3662,6.5,8.5,7.43,416.2,0.8127,0.77
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00613_jpg.rf.46c8c37aff55b5ec765de06f65718d42.jpg,TP,0.4082,0.8174,9.5,8.0,8.72,150.2,0.8123,0.862
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00618_jpg.rf.b55994ba66efac41788cbbf0bdd0167a.jpg,TP,0.2012,0.4551,9.5,11.5,10.45,674.0,0.5105,0.994
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00618_jpg.rf.b55994ba66efac41788cbbf0bdd0167a.jpg,FP,0.1895,0.251,5.8,5.8,5.78,5925.8,0.393,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00623_jpg.rf.01db49f0663f064fff22f37a212154d7.jpg,TP,0.2129,0.7061,12.5,9.0,10.61,847.5,0.8708,0.938
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00628_jpg.rf.42aedbbbb418f004cd2fabc66ee055dc.jpg,TP,0.4717,0.5,6.0,6.5,6.24,180.8,0.7817,0.816
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00635_jpg.rf.5fd14ae01f6897c1c6779284df1b3cc3.jpg,TP,0.8193,0.875,17.5,13.0,15.08,2123.9,0.8773,0.869
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00639_jpg.rf.edce0307642615ab922951ace77928a2.jpg,TP,0.4043,0.6748,7.5,11.0,9.08,408.5,0.8354,0.699
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00646_jpg.rf.ae46f128f7cbcec94819851bf842812a.jpg,TP,0.4971,0.5439,10.0,9.0,9.49,650.6,0.8437,0.944
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00651_jpg.rf.1470039d3409f417ebcabb1fc2e5ff56.jpg,TP,0.5557,0.5479,9.5,8.5,8.99,364.5,0.824,0.992
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00655_jpg.rf.7d7b27a0e7d6f203e8d480b7fa0ccd35.jpg,TP,0.293,0.5,10.0,10.5,10.25,233.1,0.8255,0.83
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00659_jpg.rf.794bf3560a50c30de242c2e551df410a.jpg,TP,0.6309,0.6885,13.5,9.0,11.02,135.5,0.8136,0.844
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00666_jpg.rf.f84e69fd461733fb2b7b28ad8ce1c747.jpg,TP,0.5723,0.5645,14.5,13.5,13.99,637.3,0.7104,0.906
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00666_jpg.rf.f84e69fd461733fb2b7b28ad8ce1c747.jpg,FP,0.5725,0.5631,14.2,14.4,14.3,593.4,0.5465,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00673_jpg.rf.e7ced756970aa9761b260937faf11d30.jpg,TP,0.7568,0.1348,16.5,22.0,19.05,785.9,0.8968,0.923
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00678_jpg.rf.2c9877aa7b695a62b99db252f9d7f46d.jpg,TP,0.3721,0.6895,11.0,13.0,11.96,1208.9,0.8518,0.808
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00684_jpg.rf.f8717bb654f17dd2a239b92cade4e10f.jpg,TP,0.4121,0.4482,12.5,13.5,12.99,3346.2,0.813,1.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00684_jpg.rf.f8717bb654f17dd2a239b92cade4e10f.jpg,FP,0.7096,0.4609,7.9,6.9,7.35,182.7,0.2995,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00692_jpg.rf.22e66ee423d4b6a83eeaa69e632212c3.jpg,TP,0.7666,0.4961,8.0,12.0,9.8,1013.2,0.8312,0.755
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00697_jpg.rf.82e48bad1912d6b5b96bbe7877f339d7.jpg,TP,0.1309,0.4609,15.0,16.5,15.73,1087.3,0.8791,0.828
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00706_jpg.rf.fd33b7af69d2e46ec8537a4df5d1726e.jpg,TP,0.2334,0.3584,12.0,18.0,14.7,2148.6,0.5378,0.814
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00706_jpg.rf.fd33b7af69d2e46ec8537a4df5d1726e.jpg,FP,0.9951,0.5762,5.0,10.9,7.38,1161.6,0.5735,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00706_jpg.rf.fd33b7af69d2e46ec8537a4df5d1726e.jpg,FP,0.799,0.4831,7.8,7.0,7.38,4951.1,0.4807,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00710_jpg.rf.b5d6764e234207331c9d305a4708de8a.jpg,TP,0.3926,0.2871,10.5,15.0,12.55,653.4,0.8479,0.788
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00717_jpg.rf.ffac730b0c98fd771c09024a904e0cad.jpg,TP,0.2451,0.8096,7.5,8.5,7.98,2254.1,0.7508,0.793
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00723_jpg.rf.20f9f87d344cbeaf0cb89de1f5ff521d.jpg,TP,0.5127,0.3984,11.5,9.0,10.17,1131.3,0.816,0.868
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00723_jpg.rf.20f9f87d344cbeaf0cb89de1f5ff521d.jpg,FP,0.2999,0.3233,5.6,5.6,5.6,1934.2,0.4393,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00728_jpg.rf.7480ea859a6f6da86ecc950b642ebe05.jpg,TP,0.5469,0.457,13.0,10.5,11.68,452.3,0.8145,0.967
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00736_jpg.rf.263b5448f9f9aead955397ece14d14ed.jpg,TP,0.1543,0.4912,13.0,17.0,14.87,528.5,0.7209,0.841
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00736_jpg.rf.263b5448f9f9aead955397ece14d14ed.jpg,FP,0.7452,0.3594,6.4,5.9,6.16,2161.0,0.295,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00742_jpg.rf.ade34d159b60c328e4720c7dad1c0655.jpg,TP,0.3955,0.4844,16.5,18.0,17.23,187.2,0.7068,0.962
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00749_jpg.rf.810343c33f17d998395ae8172f5931dc.jpg,TP,0.6396,0.1221,10.0,8.5,9.22,251.0,0.8247,0.934
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00754_jpg.rf.9666fa4ef1663e1bff4e28ef44fea2b6.jpg,FN,0.4912,0.0322,14.0,15.5,14.73,991.2,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00760_jpg.rf.5c82e42421b642f988029343bed6424e.jpg,TP,0.3652,0.3965,7.0,7.0,7.0,1044.7,0.8325,0.777
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00769_jpg.rf.bf2c5f13c1476cfc2c113489f0a7dba1.jpg,TP,0.6543,0.3174,9.0,13.0,10.82,581.2,0.8076,0.862
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00774_jpg.rf.cdcf0e2c2c7c5de1c05c4eae5f13d571.jpg,FN,0.3809,0.7031,7.0,9.0,7.94,53.1,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00779_jpg.rf.c3169cef10f23b55f79e5dadc828e07b.jpg,TP,0.4316,0.6904,13.0,13.0,13.0,872.3,0.399,0.904
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00779_jpg.rf.c3169cef10f23b55f79e5dadc828e07b.jpg,FP,0.6675,0.5288,10.1,13.7,11.75,1908.3,0.31,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00779_jpg.rf.c3169cef10f23b55f79e5dadc828e07b.jpg,FP,0.7395,0.5324,8.6,7.2,7.84,665.5,0.2811,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00779_jpg.rf.c3169cef10f23b55f79e5dadc828e07b.jpg,FP,0.6813,0.7132,11.0,6.6,8.52,110.1,0.2719,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00783_jpg.rf.dbddce5704fba66bf1a0143f8fcd5d27.jpg,TP,0.7832,0.6846,10.0,11.0,10.49,26.2,0.3259,0.713
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00789_jpg.rf.618d6f231d546751847e1467e90d3b93.jpg,TP,0.4463,0.5049,9.0,11.0,9.95,211.2,0.785,0.949
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00795_jpg.rf.2c84b3650123d6a80027f2e6c98c2a11.jpg,TP,0.5645,0.5654,6.0,4.5,5.2,93.3,0.6743,0.68
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00802_jpg.rf.a7adcabd6be2b2c8df17e002d3d0d8fd.jpg,TP,0.5225,0.4971,9.0,8.5,8.75,294.6,0.8232,0.931
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00810_jpg.rf.28541bb5f2ad2cf1c7526dc64c6585a6.jpg,TP,0.4521,0.3115,6.0,5.0,5.48,674.6,0.7135,0.814
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00817_jpg.rf.99ad058694c741d7d10953f9b9128819.jpg,TP,0.7715,0.3643,9.0,10.0,9.49,192.2,0.823,1.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00822_jpg.rf.248a6980a1aa747ab8b611cb35d11660.jpg,TP,0.6758,0.5195,12.5,9.0,10.61,112.2,0.7952,0.86
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00828_jpg.rf.bf9b50be3d040185e3d21e4b48d003b5.jpg,TP,0.7861,0.8496,16.5,9.0,12.19,319.6,0.5929,0.998
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00834_jpg.rf.4cdc545678ef0735e5911bb38a39c757.jpg,TP,0.2793,0.6211,4.5,4.5,4.5,296.4,0.772,1.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00839_jpg.rf.60dd999130f2cc20a20eba683f8fb0fa.jpg,TP,0.1982,0.5664,5.5,4.5,4.97,149.7,0.7517,0.71
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00839_jpg.rf.60dd999130f2cc20a20eba683f8fb0fa.jpg,FP,0.4609,0.0766,6.4,4.9,5.62,1581.1,0.5923,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00844_jpg.rf.38be9e6e148255321df322661ec1093e.jpg,TP,0.6572,0.5732,19.0,12.0,15.1,1256.4,0.8415,0.853
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00847_jpg.rf.7df038412b9358f9e8f86ceafafc1295.jpg,TP,0.7539,0.415,19.0,14.0,16.31,706.2,0.8852,0.97
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00851_jpg.rf.81f2f33cbfbb26480f118b3c2a5f4f7b.jpg,TP,0.5713,0.5811,6.0,6.5,6.24,150.8,0.7769,0.826
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00858_jpg.rf.522f1bb13c2f5f1c48ea820dc202f815.jpg,TP,0.5781,0.2314,11.5,13.0,12.23,2021.0,0.6615,0.704
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00866_jpg.rf.5bfb55ea3493d4bba9d80124ad4092bf.jpg,TP,0.6768,0.5107,4.5,4.0,4.24,817.8,0.7495,0.699
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00872_jpg.rf.139a577d5f1cbdc5102f8e1a7f52060b.jpg,FN,0.6143,0.6885,7.5,6.0,6.71,735.2,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00878_jpg.rf.f4daa3789ca7fa93712186e5ecb9850d.jpg,TP,0.6484,0.1426,26.5,36.5,31.1,931.4,0.8369,0.907
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00887_jpg.rf.0b915c996e0ac0f92332d7e2699c4dcc.jpg,TP,0.5664,0.5693,12.5,9.0,10.61,1196.8,0.8045,0.869
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00894_jpg.rf.6980ce389169c35ce48a0ba71c84a779.jpg,TP,0.1143,0.4482,12.5,9.0,10.61,1068.5,0.3833,0.812
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00899_jpg.rf.ebb08fd53661feaa52b691b5bf57d55b.jpg,TP,0.7754,0.4541,14.5,12.0,13.19,748.7,0.8594,0.937
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00908_jpg.rf.4fd46048a2d065a21577b65c105df33d.jpg,TP,0.4561,0.5381,11.5,10.5,10.99,271.3,0.7909,0.906
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00913_jpg.rf.643acb7302a02ea1fada6dd03b4072c0.jpg,TP,0.4268,0.542,10.0,5.0,7.07,343.4,0.6964,0.816
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00919_jpg.rf.08735388bcea1ca7aaa6ed9a2cbcef93.jpg,TP,0.5215,0.3398,8.0,8.0,8.0,191.4,0.6881,0.899
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00924_jpg.rf.d3521cb8a6695582d8fb1e123270228e.jpg,TP,0.3076,0.5674,7.5,7.5,7.5,303.5,0.8276,0.825
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00931_jpg.rf.001eb36f8f2f39e54a94f638563bc934.jpg,FN,0.7314,0.8047,19.0,9.5,13.44,1868.1,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00940_jpg.rf.6f3f2dc6a2c21c019e64c4dd6bb3fddd.jpg,TP,0.3623,0.2334,8.5,8.5,8.5,521.6,0.781,0.924
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00946_jpg.rf.6e1cb76452f014d28a7afa7f14d75f23.jpg,TP,0.4209,0.0488,17.5,18.5,17.99,359.9,0.6726,0.747
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00953_jpg.rf.f5f7081fc8f6db62eacd7e3bffc52b7a.jpg,TP,0.5557,0.4639,8.0,6.0,6.93,153.7,0.3685,0.894
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00962_jpg.rf.332223b0a130370df2e90f25b4128fcc.jpg,FN,0.4648,0.2246,92.5,136.0,112.16,86.7,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00966_jpg.rf.30b32689052fdca749d617d27b496393.jpg,FN,0.4111,0.4258,162.5,86.0,118.22,1142.1,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00972_jpg.rf.4dfbe95b7b92ab3fbf69a4fe954eb9aa.jpg,FN,0.5781,0.5078,119.0,121.5,120.24,346.6,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00978_jpg.rf.d8989520bd45f469105449fd7fd51dc2.jpg,FN,0.5234,0.4053,87.5,109.5,97.88,45.6,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00983_jpg.rf.274613c209ca21cb2f0d75ed9ef14e27.jpg,TP,0.4424,0.4092,21.0,25.0,22.91,335.8,0.8848,0.952
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00988_jpg.rf.3ec50ed0afaf92725ff7cc9cb220a8b3.jpg,TP,0.8242,0.5674,15.5,10.0,12.45,1080.7,0.664,1.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00993_jpg.rf.cc2eb44d2b6ba52495e6b78122cc6160.jpg,FN,0.2637,0.7412,61.5,62.0,61.75,154.7,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_00996_jpg.rf.944da377c9f88ba3b9badb26ddd8ec8e.jpg,TP,0.4629,0.4473,37.5,23.0,29.37,2158.5,0.8704,0.976
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_01005_jpg.rf.25e1384ce17845c9c819744466376cd6.jpg,FN,0.5586,0.4883,79.5,104.5,91.15,686.8,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_01011_jpg.rf.aa432713dc68108966ce15235133ba7f.jpg,TP,0.5391,0.3105,28.5,36.5,32.25,655.7,0.8903,0.987
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_01018_jpg.rf.cb6d2cbc13337de95deab8ae61a6c194.jpg,FN,0.541,0.5361,155.0,88.0,116.79,371.2,0.0,0.0
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_01024_jpg.rf.992647b979f89ca63498c72a0829a723.jpg,TP,0.4053,0.6367,10.0,9.0,9.49,286.2,0.8198,0.803
old_baseline,dataset_rgb,anti-muav-roboflow,anti-muav-roboflow_01028_jpg.rf.f91da915e2f2bfbab27282936ee65d57.jpg,TP,0.542,0.2842,49.0,52.0,50.48,1485.7,0.8889,0.994
