image_path,category,n_dets,max_conf,mean_conf,is_hardneg
G:\drone\rgb_confusers_merged\images\train\newds_train__03da30a0c9.jpg,OTHER,1,0.413,0.413,0
G:\drone\rgb_confusers_merged\images\train\newds_train__03df519699.jpg,OTHER,1,0.2872,0.2872,0
G:\drone\rgb_confusers_merged\images\train\newds_train__03e674061e.jpg,OTHER,1,0.3722,0.3722,0
G:\drone\rgb_confusers_merged\images\train\newds_train__03fe4698e1.jpg,OTHER,2,0.4637,0.4023,0
G:\drone\rgb_confusers_merged\images\train\newds_train__04094e62c7.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0415d1d6b6.jpg,OTHER,2,0.3701,0.3159,0
G:\drone\rgb_confusers_merged\images\train\newds_train__042d0220d6.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__04338027b2.jpg,OTHER,4,0.6748,0.4408,1
G:\drone\rgb_confusers_merged\images\train\newds_train__043add85ab.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__044525a109.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__044542c0f9.jpg,OTHER,2,0.5419,0.4571,1
G:\drone\rgb_confusers_merged\images\train\newds_train__04456985a6.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__04589076c0.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__045e9a6e3a.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0460ae9a6f.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0491dc4048.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0492ded776.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__04998b4cbf.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__049b4aa975.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__049c08b691.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__04a485f5d2.jpg,OTHER,3,0.8026,0.6044,1
G:\drone\rgb_confusers_merged\images\train\newds_train__04a6b15bb6.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__04b0e20bee.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__04bed0b008.jpg,OTHER,1,0.5715,0.5715,1
G:\drone\rgb_confusers_merged\images\train\newds_train__04c4040d8a.jpg,OTHER,2,0.454,0.4156,0
G:\drone\rgb_confusers_merged\images\train\newds_train__04ec2b4f25.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__050b7d11ed.jpg,OTHER,1,0.6383,0.6383,1
G:\drone\rgb_confusers_merged\images\train\newds_train__051cf8deaf.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0526f6c9df.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0538c0582b.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__05577c6d2a.jpg,OTHER,2,0.6493,0.4559,1
G:\drone\rgb_confusers_merged\images\train\newds_train__0566f96851.jpg,OTHER,2,0.5901,0.5454,1
G:\drone\rgb_confusers_merged\images\train\newds_train__0570123f57.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0577bebdcf.jpg,OTHER,1,0.6669,0.6669,1
G:\drone\rgb_confusers_merged\images\train\newds_train__058eb6efa3.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__058f25569e.jpg,OTHER,1,0.4355,0.4355,0
G:\drone\rgb_confusers_merged\images\train\newds_train__05a6e23c54.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__05ab8b4741.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__05b7be363d.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__05cf0c98d0.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__05cf9f2821.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__05d2cd575b.jpg,OTHER,2,0.6836,0.6062,1
G:\drone\rgb_confusers_merged\images\train\newds_train__05d4de712c.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__05e4ac43e7.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__05f6c2d27b.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__060c8c291f.jpg,OTHER,1,0.5249,0.5249,1
G:\drone\rgb_confusers_merged\images\train\newds_train__061ced1a03.jpg,OTHER,1,0.6365,0.6365,1
G:\drone\rgb_confusers_merged\images\train\newds_train__06226da532.jpg,OTHER,1,0.3299,0.3299,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0622ee39d5.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0638e45df2.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0640eee826.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0645a957c9.jpg,OTHER,1,0.6202,0.6202,1
G:\drone\rgb_confusers_merged\images\train\newds_train__06481cb60b.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0675cf5add.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0675e63387.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__06a11e0f0a.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__06ba921135.jpg,OTHER,1,0.4334,0.4334,0
G:\drone\rgb_confusers_merged\images\train\newds_train__06f2d217e2.jpg,OTHER,2,0.3929,0.3533,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0710cd45b1.jpg,OTHER,1,0.2922,0.2922,0
G:\drone\rgb_confusers_merged\images\train\newds_train__07157c00ec.jpg,OTHER,2,0.3794,0.3399,0
G:\drone\rgb_confusers_merged\images\train\newds_train__07166bbf52.jpg,OTHER,1,0.7226,0.7226,1
G:\drone\rgb_confusers_merged\images\train\newds_train__07191bf489.jpg,OTHER,1,0.4269,0.4269,0
G:\drone\rgb_confusers_merged\images\train\newds_train__071b5248f2.jpg,OTHER,1,0.3145,0.3145,0
G:\drone\rgb_confusers_merged\images\train\newds_train__07260d009c.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__07351723e4.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0737d9df91.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__077824c133.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0789ad5ef5.jpg,OTHER,1,0.3026,0.3026,0
G:\drone\rgb_confusers_merged\images\train\newds_train__078d2104f1.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__07969ea662.jpg,OTHER,2,0.4201,0.3443,0
G:\drone\rgb_confusers_merged\images\train\newds_train__07aac51117.jpg,OTHER,1,0.2689,0.2689,0
G:\drone\rgb_confusers_merged\images\train\newds_train__07d2310f5b.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__07db0131fc.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__07eae80cd3.jpg,OTHER,1,0.6258,0.6258,1
G:\drone\rgb_confusers_merged\images\train\newds_train__0813ff5468.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0829b0018d.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__08495d2bd2.jpg,OTHER,1,0.362,0.362,0
G:\drone\rgb_confusers_merged\images\train\newds_train__088bae2122.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__089857e67b.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__089ff89bbf.jpg,OTHER,1,0.2953,0.2953,0
G:\drone\rgb_confusers_merged\images\train\newds_train__08a2b3ca96.jpg,OTHER,1,0.6548,0.6548,1
G:\drone\rgb_confusers_merged\images\train\newds_train__08a8c71b26.jpg,OTHER,3,0.8641,0.7296,1
G:\drone\rgb_confusers_merged\images\train\newds_train__08ab06e2d0.jpg,OTHER,2,0.4638,0.3586,0
G:\drone\rgb_confusers_merged\images\train\newds_train__08af1f1f6c.jpg,OTHER,3,0.5177,0.3862,1
G:\drone\rgb_confusers_merged\images\train\newds_train__08afd83d63.jpg,OTHER,1,0.4695,0.4695,0
G:\drone\rgb_confusers_merged\images\train\newds_train__08ca98374b.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__08d86c0482.jpg,OTHER,1,0.3201,0.3201,0
G:\drone\rgb_confusers_merged\images\train\newds_train__08da5c9da1.jpg,OTHER,1,0.3263,0.3263,0
G:\drone\rgb_confusers_merged\images\train\newds_train__08db048531.jpg,OTHER,1,0.7954,0.7954,1
G:\drone\rgb_confusers_merged\images\train\newds_train__08df706939.jpg,OTHER,1,0.4573,0.4573,0
G:\drone\rgb_confusers_merged\images\train\newds_train__08e5eecdbc.jpg,OTHER,2,0.5358,0.5308,1
G:\drone\rgb_confusers_merged\images\train\newds_train__08f0299757.jpg,OTHER,1,0.2689,0.2689,0
G:\drone\rgb_confusers_merged\images\train\newds_train__091267111d.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__094442d80e.jpg,OTHER,1,0.4592,0.4592,0
G:\drone\rgb_confusers_merged\images\train\newds_train__09457c9c29.jpg,OTHER,1,0.6895,0.6895,1
G:\drone\rgb_confusers_merged\images\train\newds_train__0951046096.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__095f4e5b60.jpg,OTHER,1,0.2986,0.2986,0
G:\drone\rgb_confusers_merged\images\train\newds_train__09ceb21456.jpg,OTHER,1,0.3721,0.3721,0
G:\drone\rgb_confusers_merged\images\train\newds_train__09dea3b615.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__09ea4526d2.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__09f20e1340.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0a0a26f9a5.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0a1ab7f808.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0a4fee4b23.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0a65071fb1.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0a9e7e0d3a.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0aa6eda211.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0aa756390d.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0acaf5808e.jpg,OTHER,2,0.2994,0.2859,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0ae4acdb99.jpg,OTHER,1,0.453,0.453,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0aea929bf7.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0aece7167f.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0af223d790.jpg,OTHER,1,0.4935,0.4935,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0b46d300e2.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0b51012a0c.jpg,OTHER,2,0.8212,0.7519,1
G:\drone\rgb_confusers_merged\images\train\newds_train__0b52cedf69.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0b8c5b9120.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0b9bcde535.jpg,OTHER,1,0.6442,0.6442,1
G:\drone\rgb_confusers_merged\images\train\newds_train__0ba0e515ee.jpg,OTHER,2,0.4247,0.3417,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0ba6c10eb4.jpg,OTHER,2,0.5408,0.4711,1
G:\drone\rgb_confusers_merged\images\train\newds_train__0baeba7d22.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0bb7e58dee.jpg,OTHER,2,0.6526,0.4992,1
G:\drone\rgb_confusers_merged\images\train\newds_train__0bbf6d6299.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0bc1240662.jpg,OTHER,1,0.3768,0.3768,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0bd212357c.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0bd4777912.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0bd504a304.jpg,OTHER,1,0.7763,0.7763,1
G:\drone\rgb_confusers_merged\images\train\newds_train__0bed13e9da.jpg,OTHER,2,0.8019,0.6101,1
G:\drone\rgb_confusers_merged\images\train\newds_train__0c0151e809.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0c08e6cb56.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0c10da30b6.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0c2e782a34.jpg,OTHER,3,0.6786,0.445,1
G:\drone\rgb_confusers_merged\images\train\newds_train__0c4d572de4.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0c79b69f14.jpg,OTHER,1,0.5548,0.5548,1
G:\drone\rgb_confusers_merged\images\train\newds_train__0c8c6ebdaf.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0cbe3f48c1.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0cbf4e202a.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0cd71c1b17.jpg,OTHER,2,0.4792,0.4623,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0d320d2b2d.jpg,OTHER,1,0.4593,0.4593,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0d35512441.jpg,OTHER,1,0.3322,0.3322,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0d3b2adeb9.jpg,OTHER,1,0.4021,0.4021,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0d74953ed4.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0d9a52e8af.jpg,OTHER,1,0.3379,0.3379,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0da1ca2695.jpg,OTHER,1,0.3813,0.3813,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0dd45bf24d.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0dec02b5bf.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0defaea47a.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0df7b12e49.jpg,OTHER,2,0.623,0.439,1
G:\drone\rgb_confusers_merged\images\train\newds_train__0e030e746d.jpg,OTHER,2,0.3261,0.3158,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0e0743c2dc.jpg,OTHER,1,0.5432,0.5432,1
G:\drone\rgb_confusers_merged\images\train\newds_train__0e3c134267.jpg,OTHER,1,0.4288,0.4288,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0e5ce31adc.jpg,OTHER,2,0.7567,0.5405,1
G:\drone\rgb_confusers_merged\images\train\newds_train__0e6e992d20.jpg,OTHER,2,0.3191,0.2941,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0e7788cc67.jpg,OTHER,1,0.3438,0.3438,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0e959eb461.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0e9f708ab7.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0ead122a9a.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0eb44c7254.jpg,OTHER,1,0.6406,0.6406,1
G:\drone\rgb_confusers_merged\images\train\newds_train__0ec1310623.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0ee15d9334.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0ee1ff1235.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0efe53a3f3.jpg,OTHER,1,0.2523,0.2523,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0f44873aea.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0f54b69efa.jpg,OTHER,1,0.53,0.53,1
G:\drone\rgb_confusers_merged\images\train\newds_train__0f6907f60c.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0f75df7eab.jpg,OTHER,5,0.6706,0.4839,1
G:\drone\rgb_confusers_merged\images\train\newds_train__0f7676f97b.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0f7b529745.jpg,OTHER,2,0.7236,0.6734,1
G:\drone\rgb_confusers_merged\images\train\newds_train__0fa1dba79b.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__0fd0cb3e49.jpg,OTHER,2,0.5335,0.4807,1
G:\drone\rgb_confusers_merged\images\train\newds_train__0ff0e86dca.jpg,OTHER,1,0.3657,0.3657,0
G:\drone\rgb_confusers_merged\images\train\newds_train__1006e1d9ab.jpg,OTHER,3,0.8487,0.4885,1
G:\drone\rgb_confusers_merged\images\train\newds_train__1017988b46.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__101996f2b5.jpg,OTHER,1,0.4664,0.4664,0
G:\drone\rgb_confusers_merged\images\train\newds_train__1038c2c19c.jpg,OTHER,1,0.3268,0.3268,0
G:\drone\rgb_confusers_merged\images\train\newds_train__1046507f0e.jpg,OTHER,2,0.7788,0.72,1
G:\drone\rgb_confusers_merged\images\train\newds_train__1062efbe5c.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__1065ff9af4.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__1082ee8e1d.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__108a34b8ea.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__10b4e55bd8.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__10b603c41e.jpg,OTHER,1,0.4562,0.4562,0
G:\drone\rgb_confusers_merged\images\train\newds_train__10bb6ed81a.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__10d3ec50b0.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__10dae12913.jpg,OTHER,1,0.5877,0.5877,1
G:\drone\rgb_confusers_merged\images\train\newds_train__10e7a5f75c.jpg,OTHER,1,0.3949,0.3949,0
G:\drone\rgb_confusers_merged\images\train\newds_train__10e9455cdf.jpg,OTHER,4,0.5941,0.491,1
G:\drone\rgb_confusers_merged\images\train\newds_train__10f7c65833.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__10fb1bc5b7.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__110102a9da.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__114e0b8b8d.jpg,OTHER,2,0.4115,0.3938,0
G:\drone\rgb_confusers_merged\images\train\newds_train__115a59c8f1.jpg,OTHER,2,0.4592,0.4242,0
G:\drone\rgb_confusers_merged\images\train\newds_train__11660b0399.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__1184cbfdfe.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__118848d8ba.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__1189451efb.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__118b4d2cfd.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__11eb73a5ea.jpg,OTHER,3,0.5591,0.4035,1
G:\drone\rgb_confusers_merged\images\train\newds_train__11fb81ed59.jpg,OTHER,1,0.2673,0.2673,0
G:\drone\rgb_confusers_merged\images\train\newds_train__1211c01fef.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__12168c9b92.jpg,OTHER,2,0.4617,0.3678,0
G:\drone\rgb_confusers_merged\images\train\newds_train__1217d72685.jpg,OTHER,1,0.289,0.289,0
G:\drone\rgb_confusers_merged\images\train\newds_train__1225ed3f7d.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__12345ccbbb.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__1238f07733.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__1281859520.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__12b25217d8.jpg,OTHER,3,0.5898,0.5408,1
G:\drone\rgb_confusers_merged\images\train\newds_train__12ba83cd33.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__12c4f13ede.jpg,OTHER,2,0.7476,0.5216,1
G:\drone\rgb_confusers_merged\images\train\newds_train__12dc327b42.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__130b2af6b2.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__1310cce58d.jpg,OTHER,2,0.5574,0.4469,1
G:\drone\rgb_confusers_merged\images\train\newds_train__13180ed07a.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__131ad3b3dd.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__131dfb5fd9.jpg,OTHER,1,0.4913,0.4913,0
G:\drone\rgb_confusers_merged\images\train\newds_train__13220e81f4.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__133379a156.jpg,OTHER,1,0.3741,0.3741,0
G:\drone\rgb_confusers_merged\images\train\newds_train__1336a98a33.jpg,OTHER,1,0.6268,0.6268,1
G:\drone\rgb_confusers_merged\images\train\newds_train__1342dc1221.jpg,OTHER,1,0.301,0.301,0
G:\drone\rgb_confusers_merged\images\train\newds_train__1358d93657.jpg,OTHER,2,0.8634,0.7553,1
G:\drone\rgb_confusers_merged\images\train\newds_train__1374a34212.jpg,OTHER,1,0.4455,0.4455,0
G:\drone\rgb_confusers_merged\images\train\newds_train__1381e40669.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__1382b62f81.jpg,OTHER,1,0.3579,0.3579,0
G:\drone\rgb_confusers_merged\images\train\newds_train__139944adf8.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__13bcd7731a.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__13d9ee2135.jpg,OTHER,2,0.5844,0.4988,1
G:\drone\rgb_confusers_merged\images\train\newds_train__13f25ccdf7.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__13f29daeea.jpg,OTHER,1,0.479,0.479,0
G:\drone\rgb_confusers_merged\images\train\newds_train__13fd46226d.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__14040c60ba.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__1405796881.jpg,OTHER,2,0.6525,0.4915,1
G:\drone\rgb_confusers_merged\images\train\newds_train__14110ba2b8.jpg,OTHER,2,0.4538,0.4334,0
G:\drone\rgb_confusers_merged\images\train\newds_train__1418149677.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__141d3e679f.jpg,OTHER,1,0.3851,0.3851,0
G:\drone\rgb_confusers_merged\images\train\newds_train__14303e8e92.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__143470fd34.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__1443256906.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__1453515835.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__1454a7a464.jpg,OTHER,2,0.6261,0.6141,1
G:\drone\rgb_confusers_merged\images\train\newds_train__145e2d9609.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__14728d03a7.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__14979af7b8.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__14c855a2e9.jpg,OTHER,1,0.7289,0.7289,1
G:\drone\rgb_confusers_merged\images\train\newds_train__14d04573ca.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__14e787eedb.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__14f43ac352.jpg,OTHER,1,0.3576,0.3576,0
G:\drone\rgb_confusers_merged\images\train\newds_train__15246ca74d.jpg,OTHER,1,0.5944,0.5944,1
G:\drone\rgb_confusers_merged\images\train\newds_train__1524a181d6.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__1535bfcfa9.jpg,OTHER,1,0.4747,0.4747,0
G:\drone\rgb_confusers_merged\images\train\newds_train__1541e0b1c1.jpg,OTHER,1,0.4235,0.4235,0
G:\drone\rgb_confusers_merged\images\train\newds_train__155a61884d.jpg,OTHER,0,0.0,0.0,0
G:\drone\rgb_confusers_merged\images\train\newds_train__1560aa6e8a.jpg,OTHER,0,0.0,0.0,0
